"study","profile","codec","rows","parquet_bytes","estimated_logical_bytes","workload","engine","median_seconds","min_seconds","max_seconds","relative_to_fastest","gpu_utilization_mean_percent","process_cpu_cores_mean","process_rss_peak_bytes","trials","correct"
"crossover","wide","zstd","50000000","4916004014","8649999480","join_groupby","cudf","0.168073468","0.167086227","0.169843391","1.5527243000560842","32.266666666666666","1.505553338226453","4265472000","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","join_groupby","duckdb","0.221679529","0.221119079","0.22806294","2.0479567393902256","43.17948717948718","7.066810959374298","3168350208","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","join_groupby","polars-cpu","0.296419487","0.295194063","0.306920372","2.738431865254655","42.458333333333336","7.434921315861072","1803468800","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","join_groupby","polars-gpu","0.108244244","0.107936375","0.113380339","1.0","56.666666666666664","2.184715103158355","2991632384","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","scan_groupby","cudf","0.14753332","0.147490197","0.147771021","1.468358687122796","27.0","1.3137658168497788","3404091392","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","scan_groupby","duckdb","0.132110565","0.131115745","0.132255137","1.3148602348164524","43.666666666666664","6.635693085175837","1923588096","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","scan_groupby","polars-cpu","0.204657885","0.198169305","0.206478881","2.036903821644685","20.333333333333332","7.681017148540641","4481601536","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","scan_groupby","polars-gpu","0.100474987","0.100389726","0.105559374","1.0","43.857142857142854","3.220108227028058","3909111808","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","sort_topk","cudf","0.265504223","0.265119566","0.26684565","2.01989845253286","31.333333333333332","1.1098358474858878","2017828864","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","sort_topk","duckdb","0.131444342","0.13037655","0.131771888","1.0","5.666666666666667","6.684991613538801","2533113856","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","sort_topk","polars-cpu","0.154734425","0.144546968","0.157054015","1.1771858921093767","41.666666666666664","7.387994005927091","2443747328","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","sort_topk","polars-gpu","0.212630411","0.211666428","0.213337896","1.6176459767283098","20.88888888888889","2.3117839021685227","4250054656","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","string_features","cudf","0.138856486","0.137626591","0.140028645","1.5583187552886095","16.416666666666668","1.2593581554734674","2417827840","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","string_features","duckdb","0.0891066","0.088240921","0.092188699","1.0","14.444444444444445","6.272400676650512","3261210624","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","string_features","polars-cpu","0.215374398","0.210658226","0.217008897","2.4170420372901673","56.333333333333336","7.393445717885903","1891237888","3","True"
"crossover","wide","zstd","50000000","4916004014","8649999480","string_features","polars-gpu","0.097314904","0.095364567","0.098957292","1.0921178004771812","76.66666666666667","2.5015809155603033","2718732288","3","True"
"codec","wide","snappy","20000000","2273681356","3459999792","feature_width_12","cudf","1.725674475","1.702761551","1.768895713","11.756008063308848","31.0922035480859","1.267661109367063","4373757952","3","True"
"codec","wide","snappy","20000000","2273681356","3459999792","feature_width_12","duckdb","0.146790855","0.142431167","0.151613635","1.0","35.833333333333336","6.58810363838277","1508057088","3","True"
"codec","wide","snappy","20000000","2273681356","3459999792","feature_width_12","polars-cpu","0.188850159","0.187126748","0.190632765","1.2865253697173438","19.266666666666666","20.960277145432766","4792946688","3","True"
"codec","wide","snappy","20000000","2273681356","3459999792","feature_width_12","polars-gpu","0.184553923","0.184392296","0.192781375","1.2572576336584456","16.333333333333332","3.252449096950258","3468292096","3","True"
"codec","wide","snappy","20000000","2273681356","3459999792","scan_groupby","cudf","0.547079107","0.529873021","0.549564308","7.982958264912832","16.855379188712522","1.2409777402484279","4291436544","3","True"
"codec","wide","snappy","20000000","2273681356","3459999792","scan_groupby","duckdb","0.07444814","0.071701602","0.075983884","1.0863445284529714","30.666666666666668","6.197395849444308","2237526016","3","True"
"codec","wide","snappy","20000000","2273681356","3459999792","scan_groupby","polars-cpu","0.08911233","0.085512107","0.08961423","1.3003238511156299","33.0","15.895754763985664","3007234048","3","True"
"codec","wide","snappy","20000000","2273681356","3459999792","scan_groupby","polars-gpu","0.068530874","0.067636167","0.069955178","1.0","44.0","1.3747248904758855","1593266176","3","True"
"codec","wide","snappy","20000000","2273681356","3459999792","string_features","cudf","0.445311558","0.443037633","0.455195133","9.767425238639335","32.0","1.156801093023715","3286925312","3","True"
"codec","wide","snappy","20000000","2273681356","3459999792","string_features","duckdb","0.048334619","0.046078428","0.050034082","1.0601673570768095","38.666666666666664","5.647447095895274","2945388544","3","True"
"codec","wide","snappy","20000000","2273681356","3459999792","string_features","polars-cpu","0.045591499","0.045480075","0.046730367","1.0","15.666666666666666","12.647573000902312","3540746240","3","True"
"codec","wide","snappy","20000000","2273681356","3459999792","string_features","polars-gpu","0.063557696","0.058764217","0.06370945","1.3940690127341502","0.0","2.0545160808547664","3189903360","3","True"
"codec","wide","zstd","20000000","1966560421","3459999792","feature_width_12","cudf","1.705344114","1.691547666","1.793680483","8.657143026842288","38.68905692325213","1.234273166653125","4350414848","3","True"
"codec","wide","zstd","20000000","1966560421","3459999792","feature_width_12","duckdb","0.262283154","0.258174873","0.266701602","1.331474837875039","10.833333333333334","7.394633948600155","3573202944","3","True"
"codec","wide","zstd","20000000","1966560421","3459999792","feature_width_12","polars-cpu","0.19698694","0.194033814","0.199534073","1.0","24.666666666666668","20.71231788182824","3692392448","3","True"
"codec","wide","zstd","20000000","1966560421","3459999792","feature_width_12","polars-gpu","0.204039103","0.196517569","0.206836693","1.0358001550762705","25.233333333333334","3.4002039609200505","2042658816","3","True"
"codec","wide","zstd","20000000","1966560421","3459999792","scan_groupby","cudf","0.556047949","0.551865948","0.556353545","7.6066306562067005","34.14449917898194","1.0360281864612184","2289184768","3","True"
"codec","wide","zstd","20000000","1966560421","3459999792","scan_groupby","duckdb","0.073100427","0.072648722","0.074193573","1.0","18.666666666666668","6.516115967815243","1620553728","3","True"
"codec","wide","zstd","20000000","1966560421","3459999792","scan_groupby","polars-cpu","0.088925477","0.087904905","0.090285225","1.2164836875713463","21.0","15.365227359588458","2069876736","3","True"
"codec","wide","zstd","20000000","1966560421","3459999792","scan_groupby","polars-gpu","0.075501301","0.069862246","0.085737297","1.0328435017212692","22.333333333333332","1.5099152284328625","1710276608","3","True"
"codec","wide","zstd","20000000","1966560421","3459999792","string_features","cudf","0.471963612","0.460541442","0.479098446","9.65102459863672","20.18111111111111","1.2604618398548941","4468510720","3","True"
"codec","wide","zstd","20000000","1966560421","3459999792","string_features","duckdb","0.049297848","0.048587783","0.053519963","1.0080750541163628","20.333333333333332","6.2394181710065615","1895936000","3","True"
"codec","wide","zstd","20000000","1966560421","3459999792","string_features","polars-cpu","0.048902954","0.046686792","0.052569196","1.0","30.666666666666668","13.840561260614086","3582050304","3","True"
"codec","wide","zstd","20000000","1966560421","3459999792","string_features","polars-gpu","0.066279941","0.060996574","0.074388319","1.355336141861696","19.333333333333332","1.5506469418947173","3126145024","3","True"
"out_of_core","wide","zstd","200000000","19663202171","34599997920","feature_width_12","cudf-streaming","13.931491618","13.613747091","14.062995269","9.058246186773527","59.0837055147578","1.2475914032308744","9230073856","3","True"
"out_of_core","wide","zstd","200000000","19663202171","34599997920","feature_width_12","duckdb","2.278291295","2.272450178","2.324781283","1.4813434197260607","3.732142857142857","7.692206712830651","9046335488","3","True"
"out_of_core","wide","zstd","200000000","19663202171","34599997920","feature_width_12","polars-cpu","1.853909828","1.835780225","1.85398948","1.2054108842448406","9.425201922522552","22.76236903951904","10405511168","3","True"
"out_of_core","wide","zstd","200000000","19663202171","34599997920","feature_width_12","polars-gpu","1.537989952","1.534169843","1.56341272","1.0","78.24141267537493","5.399056598735375","9225936896","3","True"
