run_id,profile,repetition,phase,step_order,workload,rows_in,rows_out,input_bytes,output_bytes,elapsed_ms,rows_per_second,peak_rss_bytes,snapshot_before,snapshot_after,correctness,details_json
e00c948e-8909-467a-9eb4-8ca4cfbeb411,medium,0,warmup,4,apply_incremental,500000,10249810,36795992,900704871,4558.02,109696.76,873533440,278,284,True,"{""after_rows"":10249810,""before_rows"":9999800,""managed_files"":16,""operations"":{""delete"":50000,""insert"":300000,""update"":150000}}"
e00c948e-8909-467a-9eb4-8ca4cfbeb411,medium,0,warmup,5,process_events,20000000,19998000,3541329637,1527051226,9932.565,2013578.53,852410368,284,288,True,"{""accepted"":19998000,""managed_files"":16,""quarantined"":2000,""sessions"":2857143}"
e00c948e-8909-467a-9eb4-8ca4cfbeb411,medium,0,warmup,6,validate_quality,30250010,6,0,1527051226,2007.424,,458448896,288,289,True,"{""managed_files"":16,""metrics"":{""events_accepted"":19998000.0,""events_quarantined"":2000.0,""fact_revenue"":3853270241.04,""orders_accepted"":10249810.0,""orders_quarantined"":200.0,""sessions"":2857143.0}}"
e00c948e-8909-467a-9eb4-8ca4cfbeb411,medium,0,warmup,7,query_history,20249610,2,0,1527051226,280.438,72207031.71,195018752,289,289,True,"{""current_revenue"":3853270241.04,""current_rows"":10249810,""historical_revenue"":3782951586.66,""historical_rows"":9999800,""historical_snapshot"":278,""managed_files"":16}"
2b1d26ae-e031-46eb-a13a-e31dc25a510e,quick,1,measured,1,generate_sources,0,316000,0,36914145,864.101,365697.78,133664768,27,27,True,"{""changes"":5000,""customers"":10000,""events"":200000,""orders"":100000,""products"":1000,""seed"":20260901}"
2b1d26ae-e031-46eb-a13a-e31dc25a510e,quick,1,measured,2,ingest_batch,111000,111000,1962742,12928084,331.849,334489.18,139010048,27,30,True,"{""customers"":10000,""managed_files"":15,""orders"":100000,""products"":1000}"
2b1d26ae-e031-46eb-a13a-e31dc25a510e,quick,1,measured,3,prepare_and_model,100000,99998,0,12658141,1025.852,97479.93,176590848,30,36,True,"{""accepted"":99998,""daily_rows"":40,""managed_files"":13,""quarantined"":2}"
2b1d26ae-e031-46eb-a13a-e31dc25a510e,quick,1,measured,4,apply_incremental,5000,102499,337986,12928084,892.812,5600.28,202727424,36,42,True,"{""after_rows"":102499,""before_rows"":99998,""managed_files"":15,""operations"":{""delete"":500,""insert"":3000,""update"":1500}}"
2b1d26ae-e031-46eb-a13a-e31dc25a510e,quick,1,measured,5,process_events,200000,199980,34613417,12928410,999.629,200074.21,232542208,42,46,True,"{""accepted"":199980,""managed_files"":15,""quarantined"":20,""sessions"":28572}"
2b1d26ae-e031-46eb-a13a-e31dc25a510e,quick,1,measured,6,validate_quality,302501,6,0,12928410,653.807,,176525312,46,47,True,"{""managed_files"":15,""metrics"":{""events_accepted"":199980.0,""events_quarantined"":20.0,""fact_revenue"":38506549.86,""orders_accepted"":102499.0,""orders_quarantined"":2.0,""sessions"":28572.0}}"
2b1d26ae-e031-46eb-a13a-e31dc25a510e,quick,1,measured,7,query_history,202497,2,0,12928410,122.075,1658786.29,178401280,47,47,True,"{""current_revenue"":38506549.86,""current_rows"":102499,""historical_revenue"":37829575.51,""historical_rows"":99998,""historical_snapshot"":36,""managed_files"":15}"
44c404d8-11f7-47b8-b01e-504f44aba60c,quick,2,measured,1,generate_sources,0,316000,0,36914145,1063.948,297006.91,134139904,49,49,True,"{""changes"":5000,""customers"":10000,""events"":200000,""orders"":100000,""products"":1000,""seed"":20260901}"
44c404d8-11f7-47b8-b01e-504f44aba60c,quick,2,measured,2,ingest_batch,111000,111000,1962742,12928410,418.605,265166.26,139460608,49,52,True,"{""customers"":10000,""managed_files"":15,""orders"":100000,""products"":1000}"
44c404d8-11f7-47b8-b01e-504f44aba60c,quick,2,measured,3,prepare_and_model,100000,99998,0,12658467,982.348,101796.96,179191808,52,58,True,"{""accepted"":99998,""daily_rows"":40,""managed_files"":13,""quarantined"":2}"
44c404d8-11f7-47b8-b01e-504f44aba60c,quick,2,measured,4,apply_incremental,5000,102499,337986,12928410,788.886,6338.05,175456256,58,64,True,"{""after_rows"":102499,""before_rows"":99998,""managed_files"":15,""operations"":{""delete"":500,""insert"":3000,""update"":1500}}"
44c404d8-11f7-47b8-b01e-504f44aba60c,quick,2,measured,5,process_events,200000,199980,34613417,12928625,834.004,239807.03,225603584,64,68,True,"{""accepted"":199980,""managed_files"":15,""quarantined"":20,""sessions"":28572}"
