dataset_id,rows,features,input_gib,clusters,informative_features,cluster_scale,algorithm,engine,replications,load_seconds,explicit_transfer_seconds,fit_seconds,fit_seconds_min,fit_seconds_max,one_shot_fit_seconds,one_shot_fit_seconds_min,one_shot_fit_seconds_max,quality_metric,quality_value,peak_gpu_memory_gib,fit_energy_joules,fit_speedup_vs_cpu,one_shot_speedup_vs_cpu,quality_gap_vs_cpu
r100000-f256-c09c5a1c18ca,100000,256,0.095367431640625,16,8,3.0,xgboost,cpu,3,0.017690136999590322,0.0,6.538796142995125,6.52616676800244,6.559907513001235,6.556486279994715,6.543808007001644,6.578766434002318,roc_auc,0.9900376803271739,0.69378662109375,99.97534690067276,1.0,1.0,0.0
r100000-f256-c09c5a1c18ca,100000,256,0.095367431640625,16,8,3.0,xgboost,native_gpu,3,0.017671569003141485,0.04604304399981629,1.6920868029992562,1.6911346400011098,1.6926967489998788,1.7563695260032546,1.7545426380092977,1.7572725729987724,roc_auc,0.9900242179755862,1.15277099609375,99.34871577987693,3.864338479210986,3.732976564968348,-1.346235158772302e-05
r100000-f64-95c45761708e,100000,64,0.02384185791015625,16,8,3.0,kmeans,accel,3,0.004236722001223825,0.0,0.041047972990782,0.04022120000445284,0.04355594799562823,0.04588139499537647,0.044457922005676664,0.047376369999255985,adjusted_rand_score,0.9080655576816572,0.92034912109375,0.3375569358400971,2.827559256804967,2.6243685488608084,0.07322052910314614
r100000-f64-95c45761708e,100000,64,0.02384185791015625,16,8,3.0,kmeans,cpu,3,0.0043441140005597845,0.0,0.11606557600316592,0.11405344899685588,0.1216339150123531,0.1204096900037257,0.1183273699862184,0.12601763500424568,adjusted_rand_score,0.8348450285785111,0.468994140625,1.7595161358156473,1.0,1.0,0.0
r100000-f64-95c45761708e,100000,64,0.02384185791015625,16,8,3.0,kmeans,native_gpu,3,0.004322257998865098,0.014348309006891213,0.008035471008042805,0.00798214299720712,0.012176500997156836,0.026858575001824647,0.02635724401625339,0.031003259995486587,adjusted_rand_score,0.8327279880499818,0.78558349609375,0.0,14.4441534151507,4.483100462163224,-0.002117040528529235
r100000-f64-95c45761708e,100000,64,0.02384185791015625,16,8,3.0,logistic_regression,accel,3,0.0038142510020406917,0.0,0.01986691499769222,0.019531527010258287,0.02319800600525923,0.02368116599973291,0.023340086001553573,0.0273717179952655,roc_auc,0.9919322954459651,0.94573974609375,0.0,1.9965397247747514,1.8629034563801543,4.7095259103624443e-07
r100000-f64-95c45761708e,100000,64,0.02384185791015625,16,8,3.0,logistic_regression,cpu,3,0.004450640990398824,0.0,0.03966508500161581,0.0392624660016736,0.04408930799399968,0.04411572599201463,0.043553337003686465,0.04872364699258469,roc_auc,0.991931824493374,0.468994140625,0.41309709773235953,1.0,1.0,0.0
r100000-f64-95c45761708e,100000,64,0.02384185791015625,16,8,3.0,logistic_regression,native_gpu,3,0.004306888993596658,0.014216198003850877,0.02033429199946113,0.016981091001071036,0.021204246004344895,0.03936668700771406,0.03568123999866657,0.0400416310003493,roc_auc,0.9919323875888636,0.85003662109375,0.0,1.9506499170301554,1.1206359829916592,5.63095489569676e-07
r100000-f64-95c45761708e,100000,64,0.02384185791015625,16,8,3.0,pca,accel,3,0.004122216996620409,0.0,0.02462697000009939,0.02453145300387405,0.025007374002598226,0.02875862301152665,0.028487098999903537,0.029129590999218635,explained_variance_ratio_sum,0.655535876750946,0.98089599609375,0.18976855283592886,2.0015519975964913,1.869452580552926,-2.980232238769531e-07
r100000-f64-95c45761708e,100000,64,0.02384185791015625,16,8,3.0,pca,cpu,3,0.004467721999390051,0.0,0.0492921609984478,0.04669475500122644,0.04969222600630019,0.05376288200204726,0.05098004599858541,0.05415994800569024,explained_variance_ratio_sum,0.6555361747741699,0.468994140625,0.7840332961951062,1.0,1.0,0.0
r100000-f64-95c45761708e,100000,64,0.02384185791015625,16,8,3.0,pca,native_gpu,3,0.004350489005446434,0.014121175001491793,0.005916907000937499,0.005842106998898089,0.009713390012620948,0.025839776993962005,0.023873953003203496,0.028260097009479068,explained_variance_ratio_sum,0.655535876750946,0.88128662109375,0.0,8.33073107125695,2.0806248449671245,-2.980232238769531e-07
r100000-f64-95c45761708e,100000,64,0.02384185791015625,16,8,3.0,random_forest,accel,3,0.004167355989920907,0.0,0.6771188589918893,0.669895839993842,0.6798120949970325,0.6809574879880529,0.6740631959837629,0.6846530649927445,roc_auc,0.9868669853275233,1.16839599609375,31.361875183995075,7.352392890668077,7.317212938956822,-0.0002147339053870656
r100000-f64-95c45761708e,100000,64,0.02384185791015625,16,8,3.0,random_forest,cpu,3,0.004270137011189945,0.0,4.978443884989247,4.957230040992727,5.00800132099539,4.982710941985715,4.9615001780039165,5.0124600999988616,roc_auc,0.9870817192329103,0.468994140625,35.343060210085405,1.0,1.0,0.0
r100000-f64-95c45761708e,100000,64,0.02384185791015625,16,8,3.0,random_forest,native_gpu,3,0.004310684002120979,0.014669424999738112,0.9631085970031563,0.9501542619982501,0.9740044280042639,0.9820795350096887,0.9692790109984344,0.991472016001353,roc_auc,0.9868669853275233,0.82269287109375,40.85105322014911,5.169140739144426,5.073632800969178,-0.0002147339053870656
r100000-f64-95c45761708e,100000,64,0.02384185791015625,16,8,3.0,xgboost,cpu,3,0.004463957011466846,0.0,1.2972189379943302,1.2700260330020683,1.303766107012052,1.301504095987184,1.2744899900135351,1.3085329880123027,roc_auc,0.990724598954434,0.69378662109375,20.05265345503708,1.0,1.0,0.0
r100000-f64-95c45761708e,100000,64,0.02384185791015625,16,8,3.0,xgboost,native_gpu,3,0.004342214990174398,0.0148227999889059,0.6429728799994336,0.6413207740115467,0.6445075009978609,0.6621193349856185,0.6595485800062306,0.6643388949887594,roc_auc,0.9908255875709469,0.87542724609375,26.01261980345483,2.0175328981145717,1.965663932794612,0.00010098861651286484
r1000000-f64-290325b13dfa,1000000,64,0.2384185791015625,16,8,3.0,kmeans,accel,3,0.03556335200846661,0.0,0.2007762860012008,0.19720759900519624,0.20125345200358424,0.2363396380096674,0.23298563400749117,0.23677733099611942,adjusted_rand_score,0.7388161273846042,1.29730224609375,2.9669118824100003,7.941139089441228,6.928873170768871,-0.031125503007924826
r1000000-f64-290325b13dfa,1000000,64,0.2384185791015625,16,8,3.0,kmeans,cpu,3,0.043047175990068354,0.0,1.5943924129969673,1.5683344939898234,1.594520201004343,1.6375673769944115,1.6105984469904797,1.6381743679958163,adjusted_rand_score,0.769941630392529,0.468994140625,21.585262708009065,1.0,1.0,0.0
r1000000-f64-290325b13dfa,1000000,64,0.2384185791015625,16,8,3.0,kmeans,native_gpu,3,0.04284608899615705,0.08566007400804665,0.07775361899985,0.07711923199531157,0.07816468400415033,0.20744851999916136,0.2062597820040537,0.20882354500645306,adjusted_rand_score,0.9957020213177802,1.05511474609375,0.9687854785630479,20.505700358462324,7.893849409005336,0.22576039092525113
r1000000-f64-290325b13dfa,1000000,64,0.2384185791015625,16,8,3.0,logistic_regression,accel,3,0.03561485800310038,0.0,0.25785990100121126,0.24195253400830552,0.2739264120027656,0.2936147790023824,0.2775673920114059,0.3092987459967844,roc_auc,0.9915337435639883,1.07659912109375,2.6861244301870464,1.4415834046325722,1.4109521305376793,3.315627494782092e-08
